"CustomerID";"Recency";"Frequency";"Monetary"
"16203";5031;4;"593"
"18232";5248;4;"593"
"13276";5184;2;"591"
"14882";5213;2;"590"
"13270";5516;1;"590"
"16723";5123;2;"589"
"18123";5152;2;"589"
"14338";5368;2;"588"
"17351";5068;3;"587"
"17360";5157;3;"586"
"17014";5183;3;"586"
"12384";5060;2;"585"
"16384";5062;2;"585"
"13557";5060;2;"584"
"14023";5312;2;"584"
"15762";5245;2;"584"
"13427";5063;3;"583"
"17970";5036;1;"583"
"12695";5275;4;"582"
"16906";5218;4;"580"
"18095";5070;2;"580"
"13089";5037;97;"58,826"
"17949";5034;45;"58,510"
"13292";5364;2;"579"
"14176";5547;4;"577"
"12601";5070;5;"577"
"16916";5697;2;"576"
"15550";5069;4;"576"
"15830";5333;1;"576"
"13487";5097;3;"575"
"14167";5040;4;"575"
"15339";5275;2;"574"
"12879";5123;3;"573"
"13379";5334;3;"573"
"12816";5246;2;"572"
"13816";5214;2;"572"
"15821";5122;2;"571"
"17616";5547;3;"571"
"15315";5214;2;"571"
"16667";5334;2;"570"
"14592";5214;3;"570"
"13939";5373;3;"569"
"17897";5547;3;"567"
"18150";5183;3;"567"
"13894";5342;3;"565"
"15344";5120;3;"564"
"16933";5151;2;"563"
"17265";5035;2;"563"
"12559";5342;2;"562"
"12414";5219;3;"562"
"15655";5098;1;"561"
"14273";5067;4;"560"
"18043";5516;3;"560"
"15769";5121;26;"56,253"
"15899";5577;1;"56"
"17503";5182;2;"559"
"14177";5246;4;"559"
"12866";5372;1;"559"
"13800";5314;1;"558"
"13260";5122;1;"558"
"17295";5060;3;"557"
"17955";5250;4;"557"
"16385";5092;3;"556"
"14891";5249;2;"554"
"14618";5223;3;"553"
"12363";5067;2;"552"
"17291";5283;1;"551"
"17674";5577;2;"551"
"17235";5697;2;"550"
"16031";5154;2;"549"
"16211";5032;1;"547"
"16811";5243;2;"547"
"17637";5152;2;"547"
"14997";5032;3;"546"
"12793";5131;2;"545"
"13617";5035;3;"544"
"16475";5032;4;"544"
"16927";5160;3;"543"
"16230";5310;2;"542"
"15061";5036;48;"54,534"
"13812";5214;3;"539"
"14496";5373;2;"539"
"15452";5091;3;"539"
"15469";5063;2;"539"
"17062";5485;4;"538"
"15539";5332;1;"538"
"17345";5185;4;"538"
"16233";5516;3;"537"
"15043";5152;1;"537"
"16206";5186;4;"537"
"13000";5455;3;"535"
"16142";5281;1;"535"
"17443";5280;1;"534"
"13434";5276;2;"534"
"13217";5124;3;"534"
"15756";5095;4;"533"
"15433";5097;2;"533"
"16706";5333;3;"531"
"14463";5335;3;"530"
"14002";5217;2;"530"
"18159";5069;1;"530"
"17631";5151;3;"528"
"16602";5305;1;"528"
"17623";5183;1;"527"
"16892";5091;5;"526"
"17290";5212;2;"525"
"15467";5095;3;"525"
"17429";5188;3;"525"
"13721";5305;1;"524"
"18017";5342;3;"523"
"14871";5212;4;"522"
"12571";5094;2;"520"
"14682";5249;2;"52"
"14865";5332;2;"52"
"16955";5157;4;"519"
"13643";5152;3;"519"
"18205";5305;2;"517"
"15809";5100;5;"516"
"15882";5577;4;"516"
"13043";5068;1;"516"
"13005";5190;2;"514"
"16561";5061;2;"511"
"15406";5069;2;"511"
"14298";5121;44;"51,527"
"13011";5697;1;"51"
"14317";5214;1;"509"
"12436";5366;1;"509"
"16898";5577;3;"509"
"13885";5310;2;"507"
"14820";5213;4;"507"
"16960";5092;3;"507"
"16614";5096;1;"506"
"15081";5245;5;"505"
"16863";5152;2;"503"
"13865";5031;4;"502"
"15881";5455;5;"501"
"16616";5248;2;"500"
"14958";5159;3;"500"
"14088";5308;13;"50,492"
"13316";5333;4;"5,978"
"15382";5157;6;"5,956"
"14505";5097;8;"5,906"
"14415";5096;13;"5,900"
"14944";5091;12;"5,900"
"13209";5121;8;"5,892"
"13534";5161;25;"5,870"
"13050";5094;17;"5,837"
"12720";5034;25;"5,782"
"15218";5219;11;"5,757"
"17686";5063;7;"5,739"
"13178";5127;11;"5,725"
"16553";5099;12;"5,720"
"13468";5031;37;"5,705"
"14110";5032;12;"5,683"
"14049";5278;4;"5,682"
"17049";5127;9;"5,660"
"13004";5101;18;"5,656"
"17716";5091;11;"5,656"
"18118";5060;26;"5,654"
"14688";5034;21;"5,631"
"17757";5095;30;"5,605"
"12481";5193;10;"5,596"
"12839";5126;14;"5,591"
"16767";5096;11;"5,581"
"16161";5061;19;"5,576"
"12539";5101;4;"5,568"
"15805";5152;17;"5,528"
"18225";5192;12;"5,509"
"16609";5034;7;"5,493"
"16985";5032;10;"5,464"
"16265";5161;9;"5,447"
"18198";5152;17;"5,426"
"12490";5127;10;"5,418"
"17809";5069;12;"5,412"
"16701";5040;13;"5,398"
"17719";5032;15;"5,396"
"17850";5697;34;"5,391"
"16303";5101;3;"5,361"
"13269";5032;15;"5,346"
"15150";5183;10;"5,314"
"17730";5060;13;"5,298"
"17061";5250;11;"5,232"
"18226";5063;11;"5,228"
"12362";5061;10;"5,226"
"15046";5100;15;"5,214"
"16258";5277;5;"5,204"
"13756";5092;14;"5,190"
"16191";5069;13;"5,181"
"15727";5040;7;"5,179"
"17858";5033;12;"5,156"
"13599";5037;21;"5,154"
"15903";5060;7;"5,127"
"13941";5062;5;"5,113"
"17602";5182;6;"5,103"
"16700";5034;13;"5,077"
"14562";5091;18;"5,075"
"15301";5249;12;"5,070"
"13139";5158;7;"5,065"
"15719";5183;13;"5,046"
"17426";5123;6;"5,037"
"14329";5068;7;"5,015"
"14755";5131;11;"5,010"
"12444";5031;5;"5,005"
"15193";5092;1;"499"
"14681";5036;3;"499"
"16488";5213;3;"499"
"14077";5096;5;"499"
"17495";5332;2;"498"
"17053";5367;1;"498"
"16820";5246;1;"498"
"17298";5186;2;"498"
"16368";5060;2;"497"
"15300";5214;1;"496"
"17374";5250;2;"496"
"15018";5364;3;"496"
"16352";5333;2;"494"
"12763";5608;2;"494"
"15877";5151;2;"493"
"14270";5040;1;"493"
"13732";5060;1;"492"
"14236";5697;2;"491"
"18074";5728;1;"490"
"14821";5516;1;"49"
"16643";5159;1;"488"
"14396";5245;2;"488"
"17361";5218;3;"488"
"15165";5728;1;"488"
"17453";5214;2;"487"
"13338";5248;1;"487"
"13675";5064;2;"487"
"13153";5273;1;"486"
"15109";5159;1;"485"
"12808";5157;3;"484"
"13531";5516;2;"484"
"16518";5122;2;"484"
"14450";5035;3;"483"
"17555";5131;2;"483"
"16693";5334;2;"482"
"16603";5123;2;"482"
"12504";5121;2;"482"
"18216";5152;1;"482"
"17950";5485;3;"482"
"15091";5306;1;"481"
"15589";5342;3;"479"
"13092";5036;5;"478"
"14320";5070;2;"478"
"12644";5336;1;"478"
"14853";5036;2;"476"
"12447";5098;1;"476"
"15780";5067;3;"475"
"14497";5314;1;"475"
"15557";5060;1;"474"
"15349";5249;2;"474"
"14013";5129;3;"473"
"16374";5275;2;"473"
"16038";5332;3;"472"
"17964";5152;2;"472"
"13066";5183;2;"471"
"14431";5100;1;"470"
"15471";5182;1;"469"
"14896";5485;2;"469"
"15026";5191;3;"469"
"14335";5276;2;"468"
"14029";5184;2;"468"
"13579";5608;2;"467"
"13248";5186;2;"466"
"13928";5152;4;"465"
"17140";5220;1;"465"
"16586";5251;1;"464"
"12787";5123;3;"464"
"14331";5186;2;"463"
"12491";5364;1;"460"
"14080";5183;1;"46"
"15754";5190;3;"459"
"12355";5127;1;"459"
"16589";5368;3;"459"
"13506";5608;2;"459"
"17880";5455;1;"459"
"17392";5222;2;"458"
"15092";5158;2;"458"
"12375";5335;2;"458"
"12999";5159;3;"456"
"16529";5338;1;"455"
"14184";5275;1;"453"
"18158";5032;2;"453"
"18071";5485;2;"453"
"12970";5332;4;"452"
"14173";5280;4;"451"
"13489";5248;4;"450"
"17579";5243;3;"449"
"15739";5275;1;"449"
"15646";5190;3;"448"
"15889";5217;2;"447"
"15456";5372;3;"447"
"14149";5311;1;"447"
"17370";5154;4;"446"
"17190";5031;2;"445"
"18222";5154;1;"443"
"13359";5184;1;"440"
"13954";5151;2;"440"
"16025";5091;1;"440"
"15749";5070;3;"44,534"
"15423";5364;1;"44"
"16968";5243;2;"439"
"12592";5097;2;"438"
"16034";5070;3;"438"
"12552";5364;2;"438"
"15553";5092;1;"437"
"15551";5305;1;"436"
"17035";5159;2;"434"
"14460";5342;3;"434"
"14910";5152;4;"434"
"16881";5275;1;"432"
"15976";5311;2;"431"
"12827";5183;3;"430"
"15450";5121;1;"430"
"14998";5037;2;"430"
"16884";5333;2;"430"
"16324";5308;3;"429"
"15957";5152;1;"429"
"13602";5214;1;"429"
"12802";5218;1;"428"
"12740";5184;1;"428"
"12725";5669;1;"428"
"17869";5158;5;"428"
"15930";5306;1;"427"
"17223";5342;2;"427"
"14288";5097;1;"427"
"13140";5516;3;"424"
"16119";5363;2;"423"
"15012";5728;2;"423"
"13473";5070;2;"423"
"17232";5182;2;"422"
"15206";5129;4;"420"
"12931";5063;15;"42,056"
"15992";5212;1;"42"
"12593";5250;3;"418"
"16629";5276;2;"418"
"17701";5371;1;"418"
"15935";5037;2;"417"
"16957";5313;2;"417"
"13166";5372;1;"417"
"13889";5154;1;"417"
"13085";5248;2;"416"
"12580";5190;1;"416"
"12993";5063;4;"415"
"14333";5306;1;"415"
"16795";5485;1;"415"
"16239";5310;2;"414"
"17483";5126;3;"414"
"17052";5060;1;"414"
"14620";5372;2;"413"
"14670";5282;2;"412"
"17913";5031;2;"412"
"12990";5152;3;"410"
"14048";5192;1;"410"
"16243";5213;2;"409"
"16018";5035;2;"409"
"16010";5159;3;"408"
"15184";5091;2;"407"
"15127";5245;1;"407"
"14616";5067;3;"406"
"15342";5336;1;"406"
"18036";5159;3;"406"
"12922";5368;1;"405"
"15938";5251;5;"405"
"16484";5338;2;"404"
"16319";5219;1;"404"
"15221";5516;1;"403"
"12386";5223;2;"402"
"16500";5243;6;"401"
"13255";5728;2;"400"
"18164";5333;1;"400"
"17841";5031;124;"40,992"
"14589";5669;1;"40"
"15032";5516;3;"4,959"
"15547";5062;14;"4,955"
"12437";5040;18;"4,951"
"12700";5158;4;"4,940"
"14709";5121;13;"4,921"
"17133";5190;7;"4,892"
"12664";5031;9;"4,882"
"14292";5032;9;"4,872"
"17652";5092;12;"4,868"
"15738";5126;16;"4,812"
"13013";5066;13;"4,811"
"15555";5031;16;"4,805"
"17365";5070;8;"4,802"
"15298";5154;12;"4,800"
"15187";5066;16;"4,777"
"17690";5121;15;"4,758"
"12955";5151;11;"4,757"
