"CustomerID";"Recency";"Frequency";"Monetary";"Cluster"
"12410";5283;2;"693";1
"13838";5273;4;"692";1
"17198";5485;3;"692";3
"17733";5364;2;"692";1
"13023";5214;2;"690";0
"16212";5372;2;"690";1
"18085";5728;2;"690";3
"17502";5091;4;"689";2
"15181";5275;3;"689";1
"18196";5246;2;"689";0
"16642";5243;2;"688";0
"16122";5070;4;"684";2
"12942";5485;3;"684";3
"16495";5160;3;"684";0
"12838";5213;2;"683";0
"15582";5311;3;"683";1
"17874";5188;6;"683";0
"18135";5091;5;"682";2
"13548";5098;2;"682";2
"12478";5212;1;"681";0
"13524";5280;5;"680";1
"16872";5157;3;"680";0
"14393";5250;1;"68";0
"14788";5332;2;"679";1
"13925";5094;4;"678";2
"17994";5068;4;"678";2
"13040";5213;2;"677";0
"17462";5092;2;"676";2
"13355";5124;1;"675";2
"16418";5154;3;"675";0
"13464";5031;1;"675";2
"14504";5098;4;"673";2
"18121";5156;2;"673";0
"17883";5190;4;"672";0
"14628";5067;2;"672";2
"12638";5213;1;"672";0
"17299";5062;4;"669";2
"14342";5152;4;"669";0
"15031";5121;4;"668";2
"13741";5126;3;"668";2
"18022";5274;1;"668";1
"17105";5222;2;"666";0
"15969";5182;3;"666";0
"13963";5283;4;"665";1
"13240";5276;4;"664";1
"14720";5062;3;"664";2
"15643";5341;3;"664";1
"14451";5092;2;"663";2
"16014";5095;3;"662";2
"16774";5306;4;"662";1
"18218";5036;2;"662";2
"14603";5099;1;"660";2
"16684";5243;28;"66,654";0
"14150";5274;2;"659";1
"16357";5097;3;"659";2
"13759";5213;2;"659";0
"15492";5060;2;"659";2
"12577";5274;3;"658";1
"16696";5097;4;"658";2
"13049";5214;2;"657";0
"17459";5092;2;"657";2
"16444";5246;4;"655";0
"14651";5036;2;"655";2
"14548";5034;2;"653";2
"14044";5314;4;"653";1
"15205";5277;2;"653";1
"14034";5248;3;"652";0
"16969";5369;3;"650";1
"16469";5190;4;"650";0
"15571";5213;4;"650";0
"14096";5091;17;"65,165";2
"13694";5097;50;"65,040";2
"17382";5245;1;"65";0
"12589";5060;2;"647";2
"14855";5033;2;"646";2
"15651";5305;3;"646";1
"12719";5245;2;"645";0
"17312";5187;3;"644";0
"16431";5097;3;"643";2
"14020";5032;2;"643";2
"13034";5608;2;"643";3
"17046";5248;1;"642";0
"15297";5091;3;"642";2
"13318";5151;3;"641";0
"13417";5243;2;"641";0
"15919";5577;2;"640";3
"13302";5187;1;"64";0
"13130";5215;1;"64";0
"17515";5152;4;"639";0
"14664";5213;2;"638";0
"14128";5092;2;"638";2
"15829";5366;2;"636";1
"15773";5273;1;"636";1
"14000";5036;1;"636";2
"13892";5190;4;"633";0
"14220";5220;2;"632";0
"14021";5036;3;"632";2
"15244";5245;2;"632";0
"16306";5069;6;"632";2
"13822";5273;2;"632";1
"18183";5099;2;"632";2
"13539";5314;3;"631";1
"13218";5277;1;"63";1
"14437";5485;1;"63";3
"13525";5251;2;"629";0
"13046";5121;2;"629";2
"15028";5363;4;"627";1
"13914";5305;2;"626";1
"16718";5608;1;"624";3
"16750";5094;5;"624";2
"12649";5066;3;"624";2
"15182";5156;2;"623";0
"13368";5223;2;"623";0
"15258";5219;2;"623";0
"16915";5251;6;"622";0
"17460";5215;6;"622";0
"18217";5091;2;"622";2
"13402";5277;2;"621";1
"12667";5031;1;"620";2
"16141";5032;1;"620";2
"14529";5092;3;"620";2
"13493";5129;2;"619";2
"13145";5123;4;"619";2
"12596";5067;2;"618";2
"13301";5278;4;"618";1
"16442";5151;3;"617";0
"14377";5369;2;"617";1
"14905";5248;2;"616";0
"16005";5096;4;"615";2
"15275";5333;1;"615";1
"16116";5036;1;"613";2
"16109";5250;2;"612";0
"18149";5068;3;"612";2
"12673";5273;2;"611";1
"13731";5190;2;"611";0
"14636";5305;2;"610";1
"12933";5372;3;"608";1
"15573";5152;2;"607";0
"17119";5061;2;"607";2
"14133";5336;3;"606";1
"17849";5101;4;"606";2
"17507";5314;2;"606";1
"14710";5061;4;"606";2
"13888";5033;2;"606";2
"13558";5122;4;"605";2
"12944";5274;2;"605";1
"17664";5066;2;"605";2
"13233";5193;2;"605";0
"16732";5152;1;"604";0
"12556";5064;2;"604";2
"17259";5577;2;"603";3
"12654";5333;5;"602";1
"16654";5249;4;"601";0
"12872";5485;2;"600";3
"12420";5184;1;"600";0
"18211";5221;5;"600";0
"15311";5031;91;"60,768";2
"17174";5219;1;"60";0
"13682";5249;1;"60";0
"12766";5131;7;"6,990";2
"12989";5032;15;"6,924";2
"16713";5037;15;"6,923";2
"13027";5187;6;"6,912";0
"16187";5152;15;"6,911";0
"17416";5091;7;"6,893";2
"12705";5159;9;"6,868";0
"12476";5250;11;"6,816";0
"12830";5123;6;"6,815";2
"15023";5160;11;"6,803";0
"18055";5308;10;"6,784";1
"15601";5062;14;"6,777";2
"16652";5031;7;"6,774";2
"16532";5254;3;"6,749";0
"13576";5091;18;"6,717";2
"16746";5033;18;"6,698";2
"15249";5033;13;"6,688";2
"16353";5040;23;"6,676";2
"17338";5040;8;"6,644";2
"12626";5214;9;"6,620";0
"16182";5367;4;"6,618";1
"15144";5031;17;"6,580";2
"12472";5183;7;"6,572";0
"16814";5037;21;"6,509";2
"12431";5033;15;"6,487";2
"18223";5221;14;"6,485";0
"15694";5091;14;"6,479";2
"13225";5092;7;"6,464";2
"13102";5070;24;"6,424";2
"13871";5099;13;"6,403";2
"12359";5040;4;"6,373";2
"13668";5067;21;"6,364";2
"13709";5212;13;"6,328";0
"15005";5131;28;"6,317";2
"17315";5036;38;"6,292";2
"16126";5091;4;"6,288";2
"14057";5062;17;"6,218";2
"12357";5213;1;"6,208";0
"14060";5101;19;"6,140";2
"13418";5066;18;"6,127";2
"17509";5092;8;"6,115";2
"15939";5035;15;"6,115";2
"14735";5212;32;"6,066";0
"12637";5123;8;"6,022";2
"13097";5124;10;"6,010";2
"14792";5184;1;"6";0
"13311";5034;2;"599";2
"14965";5276;2;"599";1
"17420";5728;3;"599";3
"13959";5313;3;"598";1
"14108";5121;2;"598";2
"16298";5218;3;"598";0
"17864";5062;3;"598";2
"16788";5155;2;"597";0
"15381";5097;2;"597";2
"14645";5129;2;"597";2
"14284";5121;2;"595";2
"17658";5036;2;"595";2
"15442";5251;1;"594";0
"12917";5308;1;"594";1
"16325";5159;3;"594";0
"16535";5273;1;"594";1
"16203";5031;4;"593";2
"18232";5248;4;"593";0
"13276";5184;2;"591";0
"14882";5213;2;"590";0
"13270";5516;1;"590";3
"16723";5123;2;"589";2
"18123";5152;2;"589";0
"14338";5368;2;"588";1
"17351";5068;3;"587";2
"17360";5157;3;"586";0
"17014";5183;3;"586";0
"12384";5060;2;"585";2
"16384";5062;2;"585";2
"13557";5060;2;"584";2
"14023";5312;2;"584";1
"15762";5245;2;"584";0
"13427";5063;3;"583";2
"17970";5036;1;"583";2
"12695";5275;4;"582";1
"16906";5218;4;"580";0
"18095";5070;2;"580";2
"13089";5037;97;"58,826";2
"17949";5034;45;"58,510";2
"13292";5364;2;"579";1
"14176";5547;4;"577";3
"12601";5070;5;"577";2
"16916";5697;2;"576";3
"15550";5069;4;"576";2
"15830";5333;1;"576";1
"13487";5097;3;"575";2
"14167";5040;4;"575";2
"15339";5275;2;"574";1
"12879";5123;3;"573";2
"13379";5334;3;"573";1
"12816";5246;2;"572";0
"13816";5214;2;"572";0
"15821";5122;2;"571";2
"17616";5547;3;"571";3
"15315";5214;2;"571";0
"16667";5334;2;"570";1
"14592";5214;3;"570";0
"13939";5373;3;"569";1
"17897";5547;3;"567";3
"18150";5183;3;"567";0
"13894";5342;3;"565";1
"15344";5120;3;"564";2
"16933";5151;2;"563";0
"17265";5035;2;"563";2
"12559";5342;2;"562";1
"12414";5219;3;"562";0
"15655";5098;1;"561";2
"14273";5067;4;"560";2
"18043";5516;3;"560";3
"15769";5121;26;"56,253";2
"15899";5577;1;"56";3
"17503";5182;2;"559";0
"14177";5246;4;"559";0
"12866";5372;1;"559";1
"13800";5314;1;"558";1
"13260";5122;1;"558";2
"17295";5060;3;"557";2
"17955";5250;4;"557";0
"16385";5092;3;"556";2
"14891";5249;2;"554";0
"14618";5223;3;"553";0
"12363";5067;2;"552";2
"17291";5283;1;"551";1
"17674";5577;2;"551";3
"17235";5697;2;"550";3
"16031";5154;2;"549";0
"16211";5032;1;"547";2
"16811";5243;2;"547";0
"17637";5152;2;"547";0
"14997";5032;3;"546";2
"12793";5131;2;"545";2
"13617";5035;3;"544";2
"16475";5032;4;"544";2
"16927";5160;3;"543";0
"16230";5310;2;"542";1
"15061";5036;48;"54,534";2
"13812";5214;3;"539";0
"14496";5373;2;"539";1
"15452";5091;3;"539";2
"15469";5063;2;"539";2
"17062";5485;4;"538";3
"15539";5332;1;"538";1
"17345";5185;4;"538";0
"16233";5516;3;"537";3
"15043";5152;1;"537";0
"16206";5186;4;"537";0
"13000";5455;3;"535";1
"16142";5281;1;"535";1
"17443";5280;1;"534";1
"13434";5276;2;"534";1
"13217";5124;3;"534";2
"15756";5095;4;"533";2
"15433";5097;2;"533";2
"16706";5333;3;"531";1
"14463";5335;3;"530";1
"14002";5217;2;"530";0
"18159";5069;1;"530";2
"17631";5151;3;"528";0
"16602";5305;1;"528";1
"17623";5183;1;"527";0
"16892";5091;5;"526";2
"17290";5212;2;"525";0
"15467";5095;3;"525";2
"17429";5188;3;"525";0
"13721";5305;1;"524";1
"18017";5342;3;"523";1
"14871";5212;4;"522";0
"12571";5094;2;"520";2
"14682";5249;2;"52";0
"14865";5332;2;"52";1
"16955";5157;4;"519";0
"13643";5152;3;"519";0
"18205";5305;2;"517";1
"15809";5100;5;"516";2
"15882";5577;4;"516";3
"13043";5068;1;"516";2
"13005";5190;2;"514";0
"16561";5061;2;"511";2
"15406";5069;2;"511";2
"14298";5121;44;"51,527";2
"13011";5697;1;"51";3
"14317";5214;1;"509";0
"12436";5366;1;"509";1
"16898";5577;3;"509";3
"13885";5310;2;"507";1
"14820";5213;4;"507";0
"16960";5092;3;"507";2
"16614";5096;1;"506";2
"15081";5245;5;"505";0
"16863";5152;2;"503";0
"13865";5031;4;"502";2
"15881";5455;5;"501";1
"16616";5248;2;"500";0
"14958";5159;3;"500";0
"14088";5308;13;"50,492";1
"13316";5333;4;"5,978";1
"15382";5157;6;"5,956";0
"14505";5097;8;"5,906";2
"14415";5096;13;"5,900";2
"14944";5091;12;"5,900";2
"13209";5121;8;"5,892";2
"13534";5161;25;"5,870";0
"13050";5094;17;"5,837";2
"12720";5034;25;"5,782";2
"15218";5219;11;"5,757";0
"17686";5063;7;"5,739";2
"13178";5127;11;"5,725";2
"16553";5099;12;"5,720";2
"13468";5031;37;"5,705";2
"14110";5032;12;"5,683";2
"14049";5278;4;"5,682";1
"17049";5127;9;"5,660";2
"13004";5101;18;"5,656";2
"17716";5091;11;"5,656";2
"18118";5060;26;"5,654";2
"14688";5034;21;"5,631";2
"17757";5095;30;"5,605";2
"12481";5193;10;"5,596";0
"12839";5126;14;"5,591";2
"16767";5096;11;"5,581";2
"16161";5061;19;"5,576";2
"12539";5101;4;"5,568";2
"15805";5152;17;"5,528";0
"18225";5192;12;"5,509";0
"16609";5034;7;"5,493";2
"16985";5032;10;"5,464";2
"16265";5161;9;"5,447";0
"18198";5152;17;"5,426";0
"12490";5127;10;"5,418";2
"17809";5069;12;"5,412";2
"16701";5040;13;"5,398";2
"17719";5032;15;"5,396";2
"17850";5697;34;"5,391";3
"16303";5101;3;"5,361";2
"13269";5032;15;"5,346";2
"15150";5183;10;"5,314";0
"17730";5060;13;"5,298";2
"17061";5250;11;"5,232";0
"18226";5063;11;"5,228";2
"12362";5061;10;"5,226";2
"15046";5100;15;"5,214";2
"16258";5277;5;"5,204";1
"13756";5092;14;"5,190";2
"16191";5069;13;"5,181";2
"15727";5040;7;"5,179";2
"17858";5033;12;"5,156";2
"13599";5037;21;"5,154";2
"15903";5060;7;"5,127";2
"13941";5062;5;"5,113";2
"17602";5182;6;"5,103";0
"16700";5034;13;"5,077";2
"14562";5091;18;"5,075";2
"15301";5249;12;"5,070";0
"13139";5158;7;"5,065";0
"15719";5183;13;"5,046";0
"17426";5123;6;"5,037";2
"14329";5068;7;"5,015";2
"14755";5131;11;"5,010";2
"12444";5031;5;"5,005";2
"15193";5092;1;"499";2
"14681";5036;3;"499";2
"16488";5213;3;"499";0
"14077";5096;5;"499";2
"17495";5332;2;"498";1
"17053";5367;1;"498";1
"16820";5246;1;"498";0
"17298";5186;2;"498";0
"16368";5060;2;"497";2
"15300";5214;1;"496";0
"17374";5250;2;"496";0
"15018";5364;3;"496";1
"16352";5333;2;"494";1
"12763";5608;2;"494";3
"15877";5151;2;"493";0
"14270";5040;1;"493";2
"13732";5060;1;"492";2
"14236";5697;2;"491";3
"18074";5728;1;"490";3
"14821";5516;1;"49";3
"16643";5159;1;"488";0
"14396";5245;2;"488";0
"17361";5218;3;"488";0
"15165";5728;1;"488";3
"17453";5214;2;"487";0
"13338";5248;1;"487";0
"13675";5064;2;"487";2
"13153";5273;1;"486";1
"15109";5159;1;"485";0
"12808";5157;3;"484";0
"13531";5516;2;"484";3
"16518";5122;2;"484";2
"14450";5035;3;"483";2
"17555";5131;2;"483";2
"16693";5334;2;"482";1
"16603";5123;2;"482";2
"12504";5121;2;"482";2
"18216";5152;1;"482";0
"17950";5485;3;"482";3
"15091";5306;1;"481";1
"15589";5342;3;"479";1
"13092";5036;5;"478";2
"14320";5070;2;"478";2
"12644";5336;1;"478";1
"14853";5036;2;"476";2
"12447";5098;1;"476";2
"15780";5067;3;"475";2
"14497";5314;1;"475";1
"15557";5060;1;"474";2
"15349";5249;2;"474";0
"14013";5129;3;"473";2
"16374";5275;2;"473";1
"16038";5332;3;"472";1
"17964";5152;2;"472";0
"13066";5183;2;"471";0
"14431";5100;1;"470";2
"15471";5182;1;"469";0
"14896";5485;2;"469";3
"15026";5191;3;"469";0
"14335";5276;2;"468";1
"14029";5184;2;"468";0
"13579";5608;2;"467";3
"13248";5186;2;"466";0
"13928";5152;4;"465";0
"17140";5220;1;"465";0
"16586";5251;1;"464";0
"12787";5123;3;"464";2
"14331";5186;2;"463";0
"12491";5364;1;"460";1
"14080";5183;1;"46";0
"15754";5190;3;"459";0
"12355";5127;1;"459";2
"16589";5368;3;"459";1
"13506";5608;2;"459";3
"17880";5455;1;"459";1
"17392";5222;2;"458";0
"15092";5158;2;"458";0
"12375";5335;2;"458";1
"12999";5159;3;"456";0
"16529";5338;1;"455";1
"14184";5275;1;"453";1
"18158";5032;2;"453";2
"18071";5485;2;"453";3
"12970";5332;4;"452";1
"14173";5280;4;"451";1
"13489";5248;4;"450";0
"17579";5243;3;"449";0
"15739";5275;1;"449";1
"15646";5190;3;"448";0
"15889";5217;2;"447";0
"15456";5372;3;"447";1
"14149";5311;1;"447";1
"17370";5154;4;"446";0
"17190";5031;2;"445";2
"18222";5154;1;"443";0
"13359";5184;1;"440";0
"13954";5151;2;"440";0
"16025";5091;1;"440";2
"15749";5070;3;"44,534";2
"15423";5364;1;"44";1
"16968";5243;2;"439";0
"12592";5097;2;"438";2
"16034";5070;3;"438";2
"12552";5364;2;"438";1
"15553";5092;1;"437";2
"15551";5305;1;"436";1
"17035";5159;2;"434";0
"14460";5342;3;"434";1
"14910";5152;4;"434";0
"16881";5275;1;"432";1
"15976";5311;2;"431";1
"12827";5183;3;"430";0
"15450";5121;1;"430";2
"14998";5037;2;"430";2
"16884";5333;2;"430";1
"16324";5308;3;"429";1
"15957";5152;1;"429";0
